Objektbez,Jahr,namident,sprcode,Geschlecht,gebjahr,todjahr,ausstellungen,events,performances,literatur,rating,NATIONALITAET
Ölmalerei,1939,"Flück, Johann Peter",DEU,M,1902,1954,30,0,0,39,***,CH
Ölmalerei,1952,"Flück, Johann Peter",DEU,M,1902,1954,30,0,0,39,***,CH
Ölmalerei,1953,"Flück, Johann Peter",DEU,M,1902,1954,30,0,0,39,***,CH
Malerei,1995,"Arpagaus, Elisabeth",DEU,F,1957,,24,0,0,17,***,CH
Aquarell,1833,"Korradi, Salomon > Corrodi, Salomon",DEU,,1810,1892,6,0,0,11,***,CH
Aquarell,1865,"Korradi, Salomon > Corrodi, Salomon",DEU,,1810,1892,6,0,0,11,***,CH
Aquarell,1828,"Korradi, Salomon > Corrodi, Salomon",DEU,,1810,1892,6,0,0,11,***,CH
sculpture,1987,"Ramseyer, André",FRA,M,1914,2007,33,0,0,47,***,CH
sculpture,1980,"Ramseyer, André",FRA,M,1914,2007,33,0,0,47,***,CH
sculpture,1984,"Ramseyer, André",FRA,M,1914,2007,33,0,0,47,***,CH
sculpture,1988,"Ramseyer, André",FRA,M,1914,2007,33,0,0,47,***,CH
sculpture,1993,"Ramseyer, André",FRA,M,1914,2007,33,0,0,47,***,CH
"Kinetische Kunst",1989,"Rickey, George",DEU,M,1907,2002,1,0,0,NULL,~,USA
"Kinetische Kunst",1989,"Rickey, George",DEU,M,1907,2002,1,0,0,NULL,~,USA
Ölmalerei,1770,"Weber, Johann (Jean) > Webber, John",DEU,,1751,1793,5,0,0,12,***,"CH, GB"
Ölmalerei,1971,"Wickart-Loewensberg, Verena > Loewensberg, Verena",DEU,,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1973,"Wickart-Loewensberg, Verena > Loewensberg, Verena",DEU,,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1973,"Wickart-Loewensberg, Verena > Loewensberg, Verena",DEU,,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1982,"Wickart-Loewensberg, Verena > Loewensberg, Verena",DEU,,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1944,"Wickart-Loewensberg, Verena > Loewensberg, Verena",DEU,,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1964,"Wickart-Loewensberg, Verena > Loewensberg, Verena",DEU,,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1947,"Wickart-Loewensberg, Verena > Loewensberg, Verena",DEU,,1912,1986,113,0,0,101,*****,CH
Holzskulptur,1635,"Guggenbüel, Georg",DEU,M,1590,1663,,0,0,8,***,
"pittura ad olio",1944,"Corti, Giovan Battista > Corty, Jean",ITA,,1907,1946,17,0,0,21,***,CH
"pittura ad olio",1944,"Corti, Giovan Battista > Corty, Jean",ITA,,1907,1946,17,0,0,21,***,CH
"pittura ad olio",1944,"Corti, Giovan Battista > Corty, Jean",ITA,,1907,1946,17,0,0,21,***,CH
"pittura ad olio",1944,"Corti, Giovan Battista > Corty, Jean",ITA,,1907,1946,17,0,0,21,***,CH
"pittura ad olio",1945,"Corti, Giovan Battista > Corty, Jean",ITA,,1907,1946,17,0,0,21,***,CH
Skulptur,1971,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Installation,2001,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1994,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1989,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1978,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1995,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1986,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1984,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1998,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Objektkunst,1998,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1994,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Objektkunst,1984,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
"Foto Art",1987,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1988,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1982,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1982,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1988,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1988,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1999,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1999,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1999,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1999,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1999,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Fotografie,1999,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Installation,2004,"Signer, Roman",DEU,M,1938,,277,2,6,948,*****,CH
Deckenmalerei,1789,"Mesner, Joseph Antoni > Messmer, Joseph Anton",DEU,,1747,1827,4,0,0,16,****,D
Deckenmalerei,1811,"Mesner, Joseph Antoni > Messmer, Joseph Anton",DEU,,1747,1827,4,0,0,16,****,D
Holzskulptur,1470,"Unbekannt, 15. Jahrhundert",DEU,,1401,1500,,0,0,NULL,~,
Ölmalerei,1946,"Tschumi, Otto",DEU,M,1904,1985,64,0,0,77,****,CH
Mischtechnik,1944,"Tschumi, Otto",DEU,M,1904,1985,64,0,0,77,****,CH
Mischtechnik,1945,"Tschumi, Otto",DEU,M,1904,1985,64,0,0,77,****,CH
Ölmalerei,1920,"Tschumi, Otto",DEU,M,1904,1985,64,0,0,77,****,CH
Ölmalerei,1925,"Tschumi, Otto",DEU,M,1904,1985,64,0,0,77,****,CH
"peinture à l'huile",1752,"Guillebaud, Jean-François > Guillibaud, Jean-François",FRA,,1718,1799,2,0,0,6,***,CH
"peinture à l'huile",2004,"Fehr-Clément, Marie-Hélène > Clément, Marie-Hélène",FRA,,1918,2012,10,0,0,9,***,CH
"peinture à l'huile",2006,"Fehr-Clément, Marie-Hélène > Clément, Marie-Hélène",FRA,,1918,2012,10,0,0,9,***,CH
"peinture à l'huile",2001,"Fehr-Clément, Marie-Hélène > Clément, Marie-Hélène",FRA,,1918,2012,10,0,0,9,***,CH
"peinture à l'huile",2003,"Fehr-Clément, Marie-Hélène > Clément, Marie-Hélène",FRA,,1918,2012,10,0,0,9,***,CH
Ölmalerei,1804,"Reinart, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
"technique mixte",1994,"Huck, Alain",FRA,M,1957,,64,0,0,49,***,CH
"dessin au fusain",2007,"Huck, Alain",FRA,M,1957,,64,0,0,49,***,CH
"technique mixte",1994,"Huck, Alain",FRA,M,1957,,64,0,0,49,***,CH
dessin,2005,"Huck, Alain",FRA,M,1957,,64,0,0,49,***,CH
dessin,2005,"Huck, Alain",FRA,M,1957,,64,0,0,49,***,CH
"technique mixte",1997,"Huck, Alain",FRA,M,1957,,64,0,0,49,***,CH
"dessin au fusain",2008,"Huck, Alain",FRA,M,1957,,64,0,0,49,***,CH
"dessin au fusain",2008,"Huck, Alain",FRA,M,1957,,64,0,0,49,***,CH
Mischtechnik,1999,"Hersberger, Lori",DEU,M,1962,,77,0,0,69,***,CH
Acrylmalerei,2000,"Hersberger, Lori",DEU,M,1962,,77,0,0,69,***,CH
Gipsplastik,1918,"Vibert, James",FRA,M,1872,1942,21,0,0,31,****,CH
Videokunst,2007,"Wildi Merino, Ingrid",DEU,F,1963,,37,1,1,45,***,CH
Ölmalerei,1969,Ricco,DEU,M,1915,1972,28,0,0,33,***,CH
Ölmalerei,1942,Ricco,DEU,M,1915,1972,28,0,0,33,***,CH
Ölmalerei,1962,Ricco,DEU,M,1915,1972,28,0,0,33,***,CH
Ölmalerei,1936,Ricco,DEU,M,1915,1972,28,0,0,33,***,CH
Ölmalerei,1958,Ricco,DEU,M,1915,1972,28,0,0,33,***,CH
Ölmalerei,1967,Ricco,DEU,M,1915,1972,28,0,0,33,***,CH
Ölmalerei,1960,Ricco,DEU,M,1915,1972,28,0,0,33,***,CH
Mosaik,1957,"Schaad, Werner",DEU,M,1905,1979,12,0,0,16,***,CH
Marmorskulptur,1893,"Kissling, Richard",DEU,M,1848,1919,6,0,0,27,****,CH
Bronzeplastik,1957,"Hubacher, Hermann",DEU,M,1885,1976,46,0,0,71,***,CH
Bronzeplastik,1946,"Hubacher, Hermann",DEU,M,1885,1976,46,0,0,71,***,CH
Bronzeplastik,1917,"Hubacher, Hermann",DEU,M,1885,1976,46,0,0,71,***,CH
Medaillen,1736,"Hettlingen, Johann Carl > Hedlinger, Johann Carl",DEU,,1691,1771,2,0,0,13,****,CH
Medaillen,1728,"Hettlingen, Johann Carl > Hedlinger, Johann Carl",DEU,,1691,1771,2,0,0,13,****,CH
Medaillen,1733,"Hettlingen, Johann Carl > Hedlinger, Johann Carl",DEU,,1691,1771,2,0,0,13,****,CH
Ölmalerei,1836,"Stürler, Franz Adolf von",DEU,M,1802,1881,6,0,0,19,***,CH
Aquarell,1978,"Merz, Mario",ITA,M,1925,2003,84,0,0,95,*****,CH
Skulptur,1918,"Lehmbruck, Wilhelm",DEU,M,1881,1919,28,0,0,29,*****,D
Ölmalerei,1994,"Hauri, Valentin",DEU,M,1954,,86,0,0,44,***,CH
Ölmalerei,1991,"Hauri, Valentin",DEU,M,1954,,86,0,0,44,***,CH
Ölmalerei,2002,"Hauri, Valentin",DEU,M,1954,,86,0,0,44,***,CH
silografia,1937,"Monico, Ubaldo",ITA,M,1912,1983,15,0,0,20,***,CH
silografia,1941,"Monico, Ubaldo",ITA,M,1912,1983,15,0,0,20,***,CH
silografia,1941,"Monico, Ubaldo",ITA,M,1912,1983,15,0,0,20,***,CH
"pittura ad olio",1965,"Monico, Ubaldo",ITA,M,1912,1983,15,0,0,20,***,CH
Ölmalerei,1971,"Loewensberg, Verena",DEU,F,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1973,"Loewensberg, Verena",DEU,F,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1973,"Loewensberg, Verena",DEU,F,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1982,"Loewensberg, Verena",DEU,F,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1944,"Loewensberg, Verena",DEU,F,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1964,"Loewensberg, Verena",DEU,F,1912,1986,113,0,0,101,*****,CH
Ölmalerei,1947,"Loewensberg, Verena",DEU,F,1912,1986,113,0,0,101,*****,CH
"sculpture en pierre",2005,"Dana, Yves",FRA,M,1959,,51,0,0,50,***,CH
"sculpture en pierre",2003,"Dana, Yves",FRA,M,1959,,51,0,0,50,***,CH
"sculpture en pierre",2004,"Dana, Yves",FRA,M,1959,,51,0,0,50,***,CH
"sculpture en pierre",2004,"Dana, Yves",FRA,M,1959,,51,0,0,50,***,CH
"sculpture en pierre",2005,"Dana, Yves",FRA,M,1959,,51,0,0,50,***,CH
"sculpture en pierre",2005,"Dana, Yves",FRA,M,1959,,51,0,0,50,***,CH
"sculpture en plâtre",1996,"Dana, Yves",FRA,M,1959,,51,0,0,50,***,CH
Fotografie,2008,"Marek, Raoul",DEU,M,1953,,23,4,1,25,***,"CDN, CH"
Installation,1988,"Marek, Raoul",DEU,M,1953,,23,4,1,25,***,"CDN, CH"
"pittura ad olio",1774,"Julien, Jean Antoine > Parme, Julien de",ITA,,1736,1799,2,0,0,10,***,
"pittura ad olio",1789,"Julien, Jean Antoine > Parme, Julien de",ITA,,1736,1799,2,0,0,10,***,
"pittura ad olio",1768,"Julien, Jean Antoine > Parme, Julien de",ITA,,1736,1799,2,0,0,10,***,
Ölmalerei,1697,"Kopetzki, Johann > Kupetzky, Johann",DEU,,1666,1740,,0,0,NULL,*,
Grafik,1776,"Birrmann, Peter > Birmann, Peter (Pierre)",DEU,,1758,1844,19,0,0,47,***,CH
Radierung,1791,"Birrmann, Peter > Birmann, Peter (Pierre)",DEU,,1758,1844,19,0,0,47,***,CH
Malerei,1972,"Mumprecht, Rudolf",DEU,M,1918,,68,0,0,69,****,CH
Mischtechnik,1994,"Mumprecht, Rudolf",DEU,M,1918,,68,0,0,69,****,CH
Gouache,1974,"Mumprecht, Rudolf",DEU,M,1918,,68,0,0,69,****,CH
Zeichnung,1978,"Mumprecht, Rudolf",DEU,M,1918,,68,0,0,69,****,CH
Aquarell,1980,"Mumprecht, Rudolf",DEU,M,1918,,68,0,0,69,****,CH
Ölmalerei,,"Bailly, Alice Marie Louise",FRA,F,1872,1938,68,0,0,118,****,CH
dessin,1913,"Bailly, Alice Marie Louise",FRA,F,1872,1938,68,0,0,118,****,CH
"peinture à l'huile",1916,"Bailly, Alice Marie Louise",FRA,F,1872,1938,68,0,0,118,****,CH
Ölmalerei,1918,"Bailly, Alice Marie Louise",FRA,F,1872,1938,68,0,0,118,****,CH
Ölmalerei,1911,"Bailly, Alice Marie Louise",FRA,F,1872,1938,68,0,0,118,****,CH
Ölmalerei,1915,"Bailly, Alice Marie Louise",FRA,F,1872,1938,68,0,0,118,****,CH
Ölmalerei,1890,"Bailly, Alice Marie Louise",FRA,F,1872,1938,68,0,0,118,****,CH
Ölmalerei,1890,"Bailly, Alice Marie Louise",FRA,F,1872,1938,68,0,0,118,****,CH
Aquarell,1804,"Weibel, Jakob Samuel",FRA,M,1771,1846,4,0,0,9,***,CH
Aquarell,1804,"Weibel, Jakob Samuel",FRA,M,1771,1846,4,0,0,9,***,CH
Zeichnung,1995,"Jedlicka, Jan",DEU,M,1944,,42,0,0,30,***,CZ
"Video Still",1994,"Jedlicka, Jan",DEU,M,1944,,42,0,0,30,***,CZ
Ölmalerei,1952,"Moss, Marjorie Jewell > Moss, Marlow",DEU,,1890,1958,1,0,0,1,~,
Installation,2006,"Amadio, Anna",DEU,F,1963,,35,0,0,25,***,I
Installation,2005,"Amadio, Anna",DEU,F,1963,,35,0,0,25,***,I
Zeichnung,2002,"Amadio, Anna",DEU,F,1963,,35,0,0,25,***,I
Farbstiftzeichnung,2003,"Amadio, Anna",DEU,F,1963,,35,0,0,25,***,I
Installation,2007,"Amadio, Anna",DEU,F,1963,,35,0,0,25,***,I
"peinture à l'huile",1937,"Chinet, Charles-Louis-Auguste",FRA,M,1891,1978,30,0,0,36,***,CH
"peinture à l'huile",1947,"Chinet, Charles-Louis-Auguste",FRA,M,1891,1978,30,0,0,36,***,CH
"peinture à l'huile",1965,"Chinet, Charles-Louis-Auguste",FRA,M,1891,1978,30,0,0,36,***,CH
"peinture à l'huile",1973,"Chinet, Charles-Louis-Auguste",FRA,M,1891,1978,30,0,0,36,***,CH
"peinture à l'huile",1923,"Chinet, Charles-Louis-Auguste",FRA,M,1891,1978,30,0,0,36,***,CH
Ölmalerei,1920,"Chinet, Charles-Louis-Auguste",FRA,M,1891,1978,30,0,0,36,***,CH
"peinture à l'huile",1903,"Bille, Edmond",FRA,M,1878,1959,46,0,0,80,***,CH
vitrail,1951,"Bille, Edmond",FRA,M,1878,1959,46,0,0,80,***,CH
tempera,1912,"Bille, Edmond",FRA,M,1878,1959,46,0,0,80,***,CH
Malerei,1995,"Hesse-Honegger, Cornelia",DEU,F,1944,,31,0,0,36,***,CH
Aquarell,1967,"Hesse-Honegger, Cornelia",DEU,F,1944,,31,0,0,36,***,CH
"pittura ad olio",1927,"Molteni, Giovanni Battista",ITA,M,1898,1990,22,0,0,11,***,I
"pittura ad olio",1935,"Molteni, Giovanni Battista",ITA,M,1898,1990,22,0,0,11,***,I
acquarello,1949,"Molteni, Giovanni Battista",ITA,M,1898,1990,22,0,0,11,***,I
acquarello,1953,"Molteni, Giovanni Battista",ITA,M,1898,1990,22,0,0,11,***,I
"pittura ad olio",1956,"Molteni, Giovanni Battista",ITA,M,1898,1990,22,0,0,11,***,I
Ölmalerei,,"Jhly, Daniel > Ihly, Jean Daniel",FRA,,1854,1910,37,0,0,41,***,CH
Ölmalerei,,"Jhly, Daniel > Ihly, Jean Daniel",FRA,,1854,1910,37,0,0,41,***,CH
Acrylmalerei,1987,"Somm, Peter",DEU,M,1940,,61,0,0,24,***,CH
Acrylmalerei,2000,"Somm, Peter",DEU,M,1940,,61,0,0,24,***,CH
Acrylmalerei,1973,"Somm, Peter",DEU,M,1940,,61,0,0,24,***,CH
Acrylmalerei,1980,"Somm, Peter",DEU,M,1940,,61,0,0,24,***,CH
Fotografie,2005,"Aerni, Georg",DEU,M,1959,,46,0,0,40,***,CH
Fotografie,2005,"Aerni, Georg",DEU,M,1959,,46,0,0,40,***,CH
Fotografie,1995,"Aerni, Georg",DEU,M,1959,,46,0,0,40,***,CH
Fotografie,2006,"Aerni, Georg",DEU,M,1959,,46,0,0,40,***,CH
Fotografie,1996,"Aerni, Georg",DEU,M,1959,,46,0,0,40,***,CH
Plastik,1977,"Müller, Heidi > Bucher, Heidi",DEU,,1926,1993,36,0,0,45,***,CH
Ölmalerei,1983,"Kocher, Lis",DEU,F,1942,,20,0,0,17,**,CH
Ölmalerei,1891,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Gouache,1895,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Ölmalerei,1911,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Ölmalerei,1916,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Grafik,1915,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Ölmalerei,1923,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Gouache,1895,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Lithographie,1895,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Lithographie,1895,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Ölmalerei,1910,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Ölmalerei,1919,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Lithographie,1927,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Lithographie,1895,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Ölmalerei,1931,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
Ölmalerei,1903,"Cardinaux, Emil",DEU,M,1877,1936,33,0,0,56,****,CH
"pittura ad olio",1774,"Parme, Julien de",ITA,M,1736,1799,2,0,0,10,***,
"pittura ad olio",1789,"Parme, Julien de",ITA,M,1736,1799,2,0,0,10,***,
"pittura ad olio",1768,"Parme, Julien de",ITA,M,1736,1799,2,0,0,10,***,
Zeichnung,1994,"Hummel, Cécile",DEU,F,1962,,56,0,0,39,***,CH
Zeichnung,1994,"Hummel, Cécile",DEU,F,1962,,56,0,0,39,***,CH
"peinture à l'huile",1903,"Chanrion > Bille, Edmond",FRA,,1878,1959,46,0,0,80,***,CH
vitrail,1951,"Chanrion > Bille, Edmond",FRA,,1878,1959,46,0,0,80,***,CH
tempera,1912,"Chanrion > Bille, Edmond",FRA,,1878,1959,46,0,0,80,***,CH
disegno,1824,"Albertoli, Jucundus (Cavaliere) > Albertolli, Giocondo (Cavaliere)",ITA,,1742,1839,5,0,0,17,***,"CH, I"
Fotografie,2004,"Wüthrich, Peter",DEU,M,1962,,78,0,0,37,***,CH
Installation,1999,"Wüthrich, Peter",DEU,M,1962,,78,0,0,37,***,CH
Installation,2000,"Wüthrich, Peter",DEU,M,1962,,78,0,0,37,***,CH
Installation,2002,"Wüthrich, Peter",DEU,M,1962,,78,0,0,37,***,CH
Installation,1996,"Wüthrich, Peter",DEU,M,1962,,78,0,0,37,***,CH
Installation,1999,"Wüthrich, Peter",DEU,M,1962,,78,0,0,37,***,CH
Objektkunst,2005,"Wüthrich, Peter",DEU,M,1962,,78,0,0,37,***,CH
Installation,2004,"Wüthrich, Peter",DEU,M,1962,,78,0,0,37,***,CH
"Foto Art",,"Nguyen, Cat Tuong",DEU,M,1969,,54,0,0,46,***,"CH, F"
Fotografie,1996,"Nguyen, Cat Tuong",DEU,M,1969,,54,0,0,46,***,"CH, F"
"scultura in legno",2003,"Prior, Klaus W.",ITA,M,1945,,51,0,0,30,***,CH
"scultura in legno",2002,"Prior, Klaus W.",ITA,M,1945,,51,0,0,30,***,CH
"pittura ad olio",1978,"Prior, Klaus W.",ITA,M,1945,,51,0,0,30,***,CH
dessin,1857,"Brun, Charles-Frédéric (Le Déserteur)",FRA,M,1815,1871,3,0,0,11,***,F
dessin,1867,"Brun, Charles-Frédéric (Le Déserteur)",FRA,M,1815,1871,3,0,0,11,***,F
dessin,1869,"Brun, Charles-Frédéric (Le Déserteur)",FRA,M,1815,1871,3,0,0,11,***,F
"pittura ad olio",1930,"Gonzato, Guido",ITA,M,1896,1955,43,0,0,26,***,I
"tecnica mista",1938,"Gonzato, Guido",ITA,M,1896,1955,43,0,0,26,***,I
"tecnica mista",1950,"Gonzato, Guido",ITA,M,1896,1955,43,0,0,26,***,I
"pittura ad olio",1945,"Gonzato, Guido",ITA,M,1896,1955,43,0,0,26,***,I
disegno,1925,"Gonzato, Guido",ITA,M,1896,1955,43,0,0,26,***,I
"tecnica mista",1934,"Gonzato, Guido",ITA,M,1896,1955,43,0,0,26,***,I
Aquarell,1995,"Brunner, Max",DEU,M,1910,2007,20,0,0,22,***,CH
Zeichnung,1520,"Schweiger, Georg > Schweiger, Jörg",DEU,,1470,1533,1,0,0,2,*,
Zeichnung,1523,"Schweiger, Georg > Schweiger, Jörg",DEU,,1470,1533,1,0,0,2,*,
Zeichnung,1500,"Schweiger, Georg > Schweiger, Jörg",DEU,,1470,1533,1,0,0,2,*,
Ölmalerei,1948,"Zurkinden, Irène",DEU,F,1909,1987,30,0,0,35,***,CH
Ölmalerei,1959,"Zurkinden, Irène",DEU,F,1909,1987,30,0,0,35,***,CH
Ölmalerei,,"Zurkinden, Irène",DEU,F,1909,1987,30,0,0,35,***,CH
Ölmalerei,1945,"Zurkinden, Irène",DEU,F,1909,1987,30,0,0,35,***,CH
Ölmalerei,1934,"Zurkinden, Irène",DEU,F,1909,1987,30,0,0,35,***,CH
Ölmalerei,1932,"Zurkinden, Irène",DEU,F,1909,1987,30,0,0,35,***,CH
Mischtechnik,2006,"Lutz & Guggisberg",DEU,M,1996,,87,1,0,94,***,CH
Installation,2005,"Lutz & Guggisberg",DEU,M,1996,,87,1,0,94,***,CH
Collage,2007,"Lutz & Guggisberg",DEU,M,1996,,87,1,0,94,***,CH
Lithographie,2008,"Lutz & Guggisberg",DEU,M,1996,,87,1,0,94,***,CH
Malerei,1952,"Strub, Heiri",DEU,M,1916,2014,18,0,0,7,***,CH
Aquarell,2007,"Strub, Heiri",DEU,M,1916,2014,18,0,0,7,***,CH
Installation,2004,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
Mischtechnik,2004,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
Mischtechnik,2006,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
Mischtechnik,2006,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
Mischtechnik,2007,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
Mischtechnik,2001,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
Buchgestaltung,1990,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
Mischtechnik,2001,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
Mischtechnik,2003,"Lachenmeier, Rosa",DEU,F,1959,,45,0,0,27,***,CH
"Foto Art",1999,"Freisager, Katrin",DEU,F,1960,,36,0,0,42,***,CH
"Foto Art",1999,"Freisager, Katrin",DEU,F,1960,,36,0,0,42,***,CH
Glasmalerei,1520,"Fungk, Hans > Funk, Hans",DEU,,1470,1540,9,0,0,32,***,CH
Zeichnung,1520,"Fungk, Hans > Funk, Hans",DEU,,1470,1540,9,0,0,32,***,CH
"peinture à l'acryl",1989,"Fendt, René",FRA,M,1948,1995,43,0,0,26,***,CH
"peinture à l'acryl",1983,"Fendt, René",FRA,M,1948,1995,43,0,0,26,***,CH
"technique mixte",1971,"Fendt, René",FRA,M,1948,1995,43,0,0,26,***,CH
"peinture à l'acryl",1991,"Fendt, René",FRA,M,1948,1995,43,0,0,26,***,CH
"technique mixte",1991,"Fendt, René",FRA,M,1948,1995,43,0,0,26,***,CH
Gobelin,1970,"Steiner, Ernst",DEU,M,1935,,25,0,0,15,***,CH
Ölmalerei,1982,"Steiner, Ernst",DEU,M,1935,,25,0,0,15,***,CH
Aquarell,1960,"Steiner, Ernst",DEU,M,1935,,25,0,0,15,***,CH
Mischtechnik,2004,"Steiner, Ernst",DEU,M,1935,,25,0,0,15,***,CH
Acrylmalerei,1989,"Spring, Lorenz",DEU,M,1964,,58,0,0,28,***,CH
Acrylmalerei,1999,"Spring, Lorenz",DEU,M,1964,,58,0,0,28,***,CH
Acrylmalerei,2006,"Spring, Lorenz",DEU,M,1964,,58,0,0,28,***,CH
Acrylmalerei,1998,"Spring, Lorenz",DEU,M,1964,,58,0,0,28,***,CH
Ölmalerei,1962,"Comensoli, Mario",DEU,M,1922,1993,125,0,0,64,***,CH
Mischtechnik,,"Comensoli, Mario",DEU,M,1922,1993,125,0,0,64,***,CH
Mischtechnik,1986,"Comensoli, Mario",DEU,M,1922,1993,125,0,0,64,***,CH
Ölmalerei,1924,"Sulzbi > Sulzbachner, Max",DEU,,1904,1985,25,0,0,35,***,CH
"scultura in bronzo",1962,"Uehlinger, Max",ITA,M,1894,1981,27,0,0,28,***,CH
"disegno a matita",1930,"Uehlinger, Max",ITA,M,1894,1981,27,0,0,28,***,CH
"scultura in bronzo",1938,"Uehlinger, Max",ITA,M,1894,1981,27,0,0,28,***,CH
"scultura in bronzo",1944,"Uehlinger, Max",ITA,M,1894,1981,27,0,0,28,***,CH
"scultura in bronzo",1960,"Uehlinger, Max",ITA,M,1894,1981,27,0,0,28,***,CH
Malerei,1994,"Willen, Peter",DEU,M,1941,,72,0,0,35,***,CH
Temperamalerei,1992,"Willen, Peter",DEU,M,1941,,72,0,0,35,***,CH
Temperamalerei,1994,"Willen, Peter",DEU,M,1941,,72,0,0,35,***,CH
Temperamalerei,2007,"Willen, Peter",DEU,M,1941,,72,0,0,35,***,CH
Zeichnung,1877,"Steinlen, Théophile Alexandre",FRA,M,1859,1923,39,0,0,77,*****,"CH, F"
"pittura ad olio",1628,"Serodine, Giovanni",ITA,M,1600,1630,6,0,0,20,*****,CH
"pittura ad olio",1630,"Serodine, Giovanni",ITA,M,1600,1630,6,0,0,20,*****,CH
Ölmalerei,1843,"Dunant, Jacques",FRA,M,1825,1870,1,0,0,3,**,CH
Ölmalerei,1964,"Erni, Hans",DEU,M,1909,2015,75,1,0,143,****,CH
Gouache,1966,"Erni, Hans",DEU,M,1909,2015,75,1,0,143,****,CH
Gouache,1966,"Erni, Hans",DEU,M,1909,2015,75,1,0,143,****,CH
Ölmalerei,1963,"Erni, Hans",DEU,M,1909,2015,75,1,0,143,****,CH
Gouache,1952,"Erni, Hans",DEU,M,1909,2015,75,1,0,143,****,CH
Lithographie,1973,"Erni, Hans",DEU,M,1909,2015,75,1,0,143,****,CH
Temperamalerei,1962,"Erni, Hans",DEU,M,1909,2015,75,1,0,143,****,CH
